Placa,Ano,Modelo
AHH1724,1997,SANTANA
AHH2317,1997,CORSA
AHH3410,1997,GOL MI
AHH3638,1997,R113
AHH3689,1997,R113 H 4X2 320
AHH3732,1997,L
AHH3869,1971,L 1113
AHH3963,1997,KOMBI PICK UP
AHH3996,2011,VELOSTER
AHH5085,1997,FORD ESCORT GLX 16V
AHH5206,1997,CORSA GL 1.6
AHH5387,1997,R113 H 4X2 320
AHH6339,1997,CY
AHH6635,1997,FIESTA
AHH6909,1997,L
AHH6939,1997,PALIO
AHH6980,1997,VW GOL CL 1.6 MI
AHH7246,1997,LANOS
AHH7442,1997,PALIO EL
AHH7772,2010,PALIO
AHH7932,1997,NL12
AHH8214,1997,GOL MI
AHH8820,1989,ELBA
AHH8877,1997,VECTRA
AHH8941,1997,CG
AHH9500,2009,PAJERO
AHI0043,2004,CORSA
AHI0051,2002,POLO
AHI0717,2011,CORSA
AHI0891,1997,GOL MI
AHI0984,1997,PALIO
AHI1637,1997,RANGER
AHI1644,1997,CLIO RT
AHI1784,1997,VW POLO CLAS. 1.8 MI
AHI2341,1997,QUANTUM
AHI2483,1993,QUANTUM
AHI2721,1997,UNO
AHI2833,1997,SR
AHI2834,1997,SR
AHI2864,1986,PARATI
AHI3580,1997,VW POLO CLAS. 1.8 MI
AHI3859,1997,SANTANA
AHI3957,1997,PALIO ED
AHI4916,1986,B58 6X2
AHI6184,1997,GOL MI
AHI6694,1988,L
AHI8201,1997,GOL
AHI8275,1997,LS
AHI8292,1981,RX
AHI8314,1997,DAEWOO LANOS SX
AHI8406,1997,PALIO WEEKEND
AHI8983,1978,L
AHI9197,1997,GOL PLUS MI
AHI9377,1997,KA
AHI9410,1986,CARGO
AHI9428,1997,K113 TL 6X2 360
AHI9755,1997,FIESTA
AHI9861,1997,LS
AHJ0E43,1997,PALIO EDX
AHJ1011,1983,VOYAGE
AHJ1383,1997,FIESTA
AHJ1666,2014,C3
AHJ1975,1997,1214 C
AHJ2219,1997,GOL
AHJ2503,1997,DT
AHJ2831,1997,R113 H 4X2 360
AHJ4766,1988,UNO CS
AHJ5503,1997,GOL MI
AHJ5587,1997,KADETT
AHJ5872,1997,PEUGEOT 504 GD
AHJ5935,1997,PROTOTIPO
AHJ6131,1997,CARGO 1617
AHJ6247,1997,VW
AHJ6484,1997,CORSA GL
AHJ7108,1981,CHEVETTE
AHJ7240,1981,140
AHJ7266,1997,PALIO ED
AHJ7402,1997,PALIO
AHJ7589,1997,CORSA WIND
AHJ8371,1997,TEMPRA HLX 16V
AHJ9393,2013,ECOSPORT
AHJ9849,1997,R113 H CAM TRCVEL
AHJ9927,1997,16.22
AHK0040,1998,CORSA
AHK0201,2011,SANDERO
AHK0516,1997,CORSA SUPER
AHK1174,1997,PALIO EDX
AHK1476,1997,1214 C
AHK1697,1997,CORSA SUPER
AHK1765,1997,16.22
AHK1963,1990,XLX
AHK1990,1998,VECTRA
AHK2360,1983,F1000
AHK2839,1997,CORSA WIND
AHK3280,1983,F
AHK3306,1997,VW
AHK3365,1997,PALIO ED
AHK3742,1989,F112
AHK4382,1997,CORSA
AHK4581,1997,BLAZER
AHK4818,1997,KADETT GL
AHK5431,1997,PALIO EDX
AHK6010,1966,F75
AHK6566,1997,PALIO ED
AHK6726,1997,COURIER
AHK7308,1974,KOMBI
AHK7612,1997,LS
AHK7737,1997,PALIO
AHK7782,1997,KADETT
AHK8356,1997,COURIER CLX
AHK8889,1998,VECTRA
AHK9392,1997,PARATI 16V
AHK9537,1997,PALIO
AHL0124,1997,SANTANA 2000 MI EVID.
AHL0277,2008,206
AHL0772,1997,R113
AHL0805,1997,L
AHL0812,1997,VW
AHL1104,1997,914
AHL1291,1997,CARGO
AHL2258,1997,PALIO
AHL2946,1997,R113
AHL2G34,1997,R113
AHL3009,2008,KIA
AHL3114,1997,PALIO
AHL3122,1997,L
AHL3812,1997,CORSA GL 1.6
AHL3833,1997,PARATI 16V
AHL5216,1997,CORSA
AHL5269,1997,S10 2.2 S
AHL6008,2014,IX35
AHL7138,1997,VECTRA
AHL7163,1997,FIESTA
AHL7661,1997,LS
AHL7668,1997,PALIO WEEKEND
AHL7678,1997,FIESTA
AHL7740,1997,FORD ESCORT GL 16V H
AHL7747,1997,KADETT GL
AHL7766,2013,FIT
AHL8292,1997,PALIO
AHL8538,1997,KA
AHL9269,1997,16.22
AHL9727,1997,VECTRA GL
AHM0546,1997,FORD ESCORT GL 16V H
AHM0550,1991,SANTANA CL
AHM1114,2009,VECTRA
AHM1265,1997,PALIO
AHM1357,1997,COURIER
AHM1568,1993,KADETT IPAN. SL
AHM1740,1980,L
AHM1846,1997,SANTANA 2000 MI
AHM2440,1999,UNO
AHM2442,1997,BLAZER DLX
AHM2518,1997,GOL
AHM2842,1986,T112
AHM3592,1997,R113
AHM3946,1997,FORD RANGER XL B
AHM4141,1998,MEGANE
AHM4311,1994,ESCORT HOBBY
AHM4629,1997,SAVEIRO
AHM4715,1997,K113
AHM5014,1997,CORSA
AHM5192,1983,11130
AHM5577,1997,CORSA
AHM5696,1997,PARATI CL 1.8 MI
AHM5952,1997,GOL CL 1.6 MI
AHM6116,2011,VW
AHM6240,1997,FIESTA
AHM6766,1997,PALIO EL
AHM6778,1978,C65
AHM7011,2006,FIT
AHM8118,1999,CIVIC EX
AHM9358,1997,GOL MI
AHN0089,2006,FOX 1.6 PLUS
AHN0430,1986,T112
AHN0436,1988,CG
AHN0525,1972,L110
AHN0807,2013,NOVO GOL 1.0 CITY
AHN2465,1997,NL12
AHN2754,1997,SAVEIRO CL 1.6 MI
AHN2913,1997,F12000
AHN2930,1986,T112
AHN3292,1997,B10M 6X2
AHN3457,1997,K113 TL 6X2 360
AHN4185,1997,MEGANE
AHN4221,1997,PALIO ED
AHN4274,1997,PALIO ED
AHN5112,1997,OMEGA CD
AHN5252,2005,VECTRA
AHN6260,1997,SIENA
AHN6319,1997,SAVEIRO
AHN6643,1997,KA
AHN7435,1997,SANTANA
AHN7853,1997,GOL CL 1.6 MI
AHN7915,1997,KA
AHN8223,1997,PALIO
AHN8999,2007,MEGANEGT
AHN9058,1997,GOL
AHN9403,1997,CBX 200 STRADA
AHN9663,1997,VW
AHO0402,2015,HB20
AHO2326,1997,GOL
AHO2487,1998,SAVEIRO
AHO2753,1997,PALIO
AHO2804,1997,LS
AHO3300,1995,CORSA GL
AHO3498,1997,VECTRA GLS
AHO3541,1997,VECTRA
AHO4052,1997,GOL 16V
AHO4145,1998,CORSA
AHO4173,1997,GOL MI
AHO4897,1998,CG
AHO5435,1997,GOL CL 1.8 MI
AHO5493,1997,L
AHO5843,1997,CORSA
AHO6410,1975,F600
AHO6608,1997,VMAX
AHO6613,1997,KA
AHO6640,1998,VECTRA
AHO6796,1998,CORSA GL W
AHO7212,1997,GOL
AHO7257,1998,FIESTA
AHO7862,1998,PALIO
AHO7C19,1978,147
AHO8189,1997,FIESTA
AHO8481,1997,CORSA
AHO8847,1997,KADETT
AHO8853,1975,MERCEDES BENZ
AHO9356,1998,CORSA GLS
AHP0775,1997,S10
AHP1184,1981,KOMBI
AHP1312,1998,LS
AHP1722,1997,CG 125 TITAN
AHP2065,1998,GOL 16V
AHP3399,2012,19.33
AHP3677,1973,L
AHP4529,1998,NL12
AHP4698,1997,PALIO
AHP5170,1980,LA
AHP5454,2010,MEGANEGT
AHP5540,1998,CORSA SUPER
AHP6132,1998,CARGO
AHP6140,1997,L
AHP6231,1998,CARGO 1415
AHP6696,1998,PALIO
AHP7114,1997,GMC/12.170
AHP8294,1997,NL12 360 4X2T EDC
AHP8498,1991,VERANEIO CUSTOM DELUXE
AHP8654,1997,OF
AHP9360,1998,GOL MI
AHQ0223,2014,VW
AHQ1B18,2019,24.28
AHQ2286,1988,UNO S
AHQ2429,1997,T113 H 4X2 360
AHQ5072,1998,COURIER CLX
AHQ6581,1997,ESCORT
AHQ6601,1998,CORSA WIND
AHQ6900,2015,VW
AHQ6940,1997,R113
AHQ7401,1997,MEGANE
AHQ7619,1998,GOL MI
AHQ7635,1998,CORSA
AHQ7715,1998,SANTANA
AHQ8148,1981,MERCEDES BENZ
AHQ9437,1997,VW GOL CL 1.6 MI
AHQ9657,1997,306
AHR0047,2001,S10
AHR0177,2007,FIELDER
AHR0180,2000,CIVIC
AHR1292,1998,16.22
AHR2446,1998,FIESTA
AHR2488,2013,R
AHR2729,1998,VW
AHR2868,1998,PARATI GLS 2.0 MI
AHR3142,1979,L
AHR3395,1997,SIENA
AHR3614,1998,UNO MILLE EX
AHR4573,1997,B10M 6X2
AHR4586,1998,L
AHR4738,1998,KADETT GL
AHR5020,1980,L
AHR5230,1998,VECTRA
AHR5535,1997,OF
AHR5596,1982,FUSCA 1300
AHR6130,1998,PALIO
AHR7272,2005,CELTA
AHR7886,1998,UNO MILLE SX
AHR8475,1998,FORD ESCORT GL 16V F
AHR8702,1997,FORD ESCORT GL 16V H
AHR9424,1998,CORSA WIND
AHR9566,1994,MONZA GLS
AHR9695,1976,VW
AHR9748,1979,L
AHR9909,1998,LS
AHR9983,1974,L
AHS0371,1998,PALIO
AHS0887,1998,SAVEIRO CL 1.6 MI
AHS1109,2005,206
AHS1692,1997,FIAT SIENA EL 16V
AHS1781,1998,CG
AHS2061,1998,CORSA
AHS2176,1998,VECTRA
AHS2867,1998,PALIO
AHS3099,2013,ONIX
AHS3466,1998,VECTRA GLS
AHS3616,1997,FORD ESCORT GL 16V H
AHS3802,1998,CBX 200 STRADA
AHS3854,1998,GOL
AHS3855,1998,CG 125 CARGO
AHS3928,1997,T113 H 4X2 360
AHS4118,2014,PALIO
AHS4527,1998,CORSA
AHS4684,1998,CORSA
AHS5017,1977,L
AHS5248,1998,CBX 200 STRADA
AHS7506,1998,PARATI
AHS7610,1997,SIENA
AHS7628,1997,SIENA
AHS7991,1998,PALIO ED
AHS8259,1998,CG 125 TITAN
AHS8357,1998,PALIO
AHS9075,1998,KA
AHS9135,1998,GOL MI
AHS9389,1997,310D SPRINTERF
AHS9830,1997,PALIO EDX
AHT0855,1980,147
AHT0937,1998,SAVEIRO
AHT1081,1998,UNO
AHT1165,1998,PALIO ED
AHT1199,2008,FRONTIER
AHT1292,1994,KADETT
AHT2046,1997,C100
AHT2048,1998,GOL 16V
AHT2404,1998,T124
AHT2767,1998,KADETT
AHT3061,1998,NX
AHT3895,1981,L 1113
AHT4159,1998,12.170 BT
AHT4565,1998,L
AHT4938,1997,ASIA TOWNER DLX
AHT5216,1997,CG 125 TITAN
AHT5371,1998,PALIO ED
AHT5552,1998,R124
AHT5922,1998,FIAT UNO MILLE SX
AHT6005,2013,GSXR1000
AHT6077,1998,CARGO
AHT6904,1998,GOL
AHT9054,1998,NL10
AHT9308,1998,NL10
AHT9345,1998,NL10
AHT9564,1998,MBENZ
AHT9990,1999,T124
AHU0007,1991,T112
AHU0015,1998,MAREA
AHU1116,1998,FIESTA
AHU1321,1990,GOL
AHU1405,1988,VOYAGE GL
AHU1616,2002,POLO
AHU1795,1998,KADETT
AHU1819,1995,CORSA
AHU1822,1998,914
AHU2428,1998,CORSA WIND
AHU3031,2010,G
AHU3062,1998,PALIO
AHU3880,1998,VW GOL MI
AHU4181,1997,KIA
AHU4200,1999,R124
AHU4540,1998,PALIO
AHU4578,1975,60
AHU4D28,1998,PALIO EX
AHU5898,1998,LS 1935
AHU5947,1979,CHEVETTE SL
AHU6012,1998,FIAT SIENA EL
AHU6131,1997,FIAT SIENA EL
AHU6241,1998,CORSA
AHU6403,1997,SIENA
AHU6593,1998,GOL MI
AHU6775,1998,LS
AHU7002,2011,G
AHU7448,2011,G
AHU7556,1997,FH12
AHU7747,1998,GOL
AHU7924,1998,GOL
AHU8751,1998,1720
AHU8852,1998,FIESTA
AHU9147,1998,CORSA
AHU9395,1998,COURIER CLX
AHU9775,1986,O
AHV0434,1998,PALIO EX
AHV0958,1998,PALIO WEEKEND
AHV1441,2011,LOGAN
AHV1465,1998,GOL
AHV1775,1998,CORSA WIND
AHV1793,1997,SUZUKI INTRUDER 250
AHV1845,1998,T114
AHV1944,2006,VW
AHV2039,1998,F4000
AHV2325,1998,GOL
AHV2490,1998,PALIO EDX
AHV2579,1998,CARGO
AHV2B01,1998,GOL
AHV3336,1998,CARGO 1415
AHV3435,1998,T114 GA4X2NZ 360
AHV3610,1998,KA
AHV3935,1998,GOL 16V
AHV5047,1998,GMC/12.170
AHV7035,1998,L 1218 R
AHV7220,1998,GOL MI
AHV7234,1998,MBENZ 310D SPRINTERC
AHV7255,1998,RENAULT TWINGO
AHV7408,1998,S10 DE LUXE 4.3 D
AHV7573,1998,PALIO
AHV7853,1997,KADETT GL
AHV8442,1998,PALIO
AHV8453,1998,PALIO
AHV8626,1998,L 1620
AHV8783,1998,LS
AHV9020,1998,TEMPRA
AHV9408,1998,PALIO
AHV9888,2015,FH
AHW0189,1988,GOL
AHW0522,1982,SCHIFFER
AHW1340,1979,PASSAT
AHW1356,1995,COMPACT
AHW1842,1984,DEL
AHW3555,2016,COBALT
AHW3891,1998,VECTRA GL
AHW4364,1997,P94GA4X2
AHW4892,1998,CORSA WIND
AHW5101,1998,RCM
AHW5421,1998,C100
AHW5515,1998,CARGO
AHW5924,1998,LS
AHW6529,1998,PALIO
AHW6613,1998,CORSA CHAMP 98
AHW6771,1998,GOL
AHW7835,1998,CB500
AHW8274,1998,FIORINO IE
AHW8641,1975,L
AHW8648,1998,PALIO WEEKEND STILE
AHW8G24,1998,CORSA SUPER
AHX0042,2003,POLO
AHX0194,1998,PARATI 16V
AHX0795,1998,VMAX
AHX1365,1998,LS 1935
AHX1993,1998,PALIO
AHX2354,1998,CORSA
AHX2476,1998,PALIO EDX
AHX3173,1998,FIESTA
AHX3275,1997,SIENA
AHX3794,1997,SIENA
AHX3994,1998,XR 200R
AHX4390,1982,R112
AHX4731,1998,T114 GA4X2NZ 360
AHX4954,1998,16.2
AHX5058,1998,VECTRA
AHX5775,1998,FH12
AHX5814,1998,VT600C
AHX5833,1998,FIESTA
AHX7456,1998,GOL 16V
AHX8088,2012,207PASSION
AHX8512,1998,CORSA GL W
AHX8665,1998,GOL CL 1.6 MI
AHX8801,1998,PALIO EDX
AHX9253,1989,LS
AHX9621,1998,GOL
AHX9645,1972,FUSCA
AHY0263,1998,L
AHY0632,1997,GMC 15.190
AHY0976,1997,FORD ESCORT GL 16V H
AHY0I92,1998,VECTRA
AHY1177,2008,COROLLA
AHY1386,1998,CB500
AHY1880,1998,OF
AHY1998,1998,VW POLO CLAS. 1.8 MI
AHY2448,1988,CARGO
AHY2464,1998,VW
AHY2618,1998,SUZUKI GSX750F
AHY2982,1998,VW POLO CLAS. 1.8 MI
AHY3256,1998,OF
AHY3426,1998,VW GOL MI
AHY4054,1998,CBX
AHY4125,1998,PARATI CL 1.6 MI
AHY4285,1998,GOL
AHY4730,1973,L
AHY5591,1998,PARATI CL 1.6 MI
AHY5894,1998,GOL 1.6 MI
AHY6531,1998,PALIO EDX
AHY6656,1998,FIESTA
AHY7294,1998,GOL 16V
AHY8292,1998,L
AHY8337,1998,T114
AHY8899,2010,DAILY55C16
AHY8A75,1985,SANTANA
AHY9011,2018,R
AHY9071,1998,PARATI
AHY9358,1998,VECTRA
AHZ0382,1974,F600
AHZ0562,1998,BAND.
AHZ0763,1998,GOL MI
AHZ0842,1998,CORSA
AHZ1458,1974,FUSCA 1300
AHZ1875,1998,CG 125 TITAN
AHZ2259,1998,PALIO
AHZ2901,1998,EXPRESS
AHZ3175,1998,VECTRA
AHZ3607,1998,L 1620
AHZ3711,1998,VIRAGO XV250S
AHZ3753,1997,UNO MILLE SX
AHZ4468,1998,CORSA
AHZ4D66,1994,NL
AHZ5171,1998,VT600C SHADOW
AHZ5268,1987,F1000
AHZ5365,1998,VW GOL MI
AHZ5688,1978,L 1113
AHZ5926,1998,PALIO EX
AHZ6646,1998,FH12
AHZ6782,1998,CORSA WIND
AHZ7058,1998,LS
AHZ7166,1986,PASSAT
AHZ7175,1998,CORSA
AHZ9098,1998,GOL
AHZ9480,1998,PALIO
AHZ9720,1998,NX 350 SAHARA
AIA0115,2008,MEGANESD
AIA0532,1998,MBENZ
AIA0912,1998,14.170 BT
AIA0976,1998,QUANTUM 2000 MI
AIA0996,1998,GOL
AIA1352,1998,PALIO
AIA1462,1998,R124
AIA1708,1998,PALIO
AIA2045,1998,PARATI
AIA2747,1984,HONDA
AIA2939,1978,CORCEL II
AIA3096,1993,D20 CUSTOM S
AIA3135,1998,PARATI
AIA3750,1998,16.2
AIA4821,1998,OF
AIA5581,1998,PALIO EX
AIA5881,1998,R124
AIA6005,2010,GOL
AIA7000,1982,T112 H 4X2
AIA7221,1998,VECTRA
AIA7302,1998,FIESTA
AIA7705,1987,T112 H 4X2
AIA7909,1999,QUANTUM
AIA8288,1991,R112 HW 4X2
AIA8386,1998,C100 BIZ
AIA8607,1998,GOL SPECIAL
AIA8726,1998,OMEGA
AIA9205,1998,LS
AIA9709,1998,CLIO RL
AIA9733,1987,RE
AIB0035,2004,1720
AIB0048,2006,24.22
AIB0062,2005,23.22
AIB0084,2008,A2425
AIB0207,2007,CORSA
AIB0439,1997,FORD MONDEO CLX FD
AIB0508,1982,FUSCA
AIB0666,2006,CLIO
AIB0778,1998,T124
AIB0779,2010,19.32
AIB1044,2010,CLIO
AIB1679,1998,UNO
AIB1993,1992,SANTANA CL 1800
AIB2139,1998,P94
AIB3020,1998,PALIO
AIB3371,1998,PALIO
AIB3551,1998,GM
AIB3714,1998,FORD ESCORT GL 16V F
AIB3728,1998,GOL SPECIAL
AIB3867,1998,KA
AIB4191,1998,CLIO RL
AIB4949,2006,VECTRA
AIB5039,1998,OF
AIB5404,1998,GOL 16V
AIB5719,1998,GOL SPECIAL
AIB5755,1998,FIESTA
AIB6298,1978,KOMBI
AIB6409,1973,L 608 D
AIB6415,1998,CORSA WIND
AIB6657,1998,FORD RANGER 10E
AIB7057,1998,UNO
AIB7227,2009,C4
AIB7286,1973,L 1113
AIB7838,1997,VECTRA
AIB8052,1998,SAVEIRO
AIB8400,2010,LS
AIB8622,1998,GOL 16V
AIB8668,2013,9.16
AIB8891,1998,CORSA WIND
AIB9867,1998,14.17
AIB9988,2011,19.32
AIC0721,1998,PALIO
AIC0A06,1993,GOL
AIC1327,1998,PALIO
AIC2009,2007,MEGANEGT
AIC2392,1998,FIESTA
AIC2440,2010,C4
AIC2912,1998,PARATI
AIC2998,1998,CG 125 TITAN
AIC3006,2010,CIVIC
AIC3400,1998,T124
AIC4608,1976,L
AIC4676,1987,T112
AIC5355,1998,PALIO
AIC5987,1975,L
AIC7018,1977,L111
AIC7044,1998,PALIO WEEKEND STILE
AIC7144,1998,MAREA
AIC7524,1992,GOL
AIC7734,1998,PALIO
AIC7755,2013,ONIX
AIC7766,2013,CHEVROLET
AIC8302,1998,AWA
AIC8503,1998,UNO
AIC8810,1998,PALIO EX
AIC9242,2014,PRISMA
AIC9315,1998,SAVEIRO CL 1.6 MI
AIC9652,1998,L 1620
AIC9696,1995,UNO
AIC9908,2011,GOL
AID0129,2010,ECOSPORT
AID0401,1998,K113
AID0412,1998,K113
AID0561,1983,DT 180 S
AID0637,1998,310D SPRINTERF
AID0705,2010,CG150
AID0794,1998,LS
AID1028,1998,GOL
AID1281,1998,R124
AID1463,1998,T114 GA4X2NZ 360
AID1661,2013,CLASSIC
AID1683,1985,LS
AID1921,1998,CORSA WIND
AID2286,1998,CARGO 2422
AID2383,1998,FIAT SIENA EL
AID2772,1998,PALIO
AID3094,1998,BUSSCAR
AID3248,1998,CORSA GLS
AID3377,1997,TEMPRA
AID5311,1988,LS
AID5490,1976,L
AID5A04,2012,KIA
AID6521,1998,PALIO ELX
AID6658,1973,C1404
AID7008,2011,PARATI
AID7462,1989,K112
AID7612,1998,GOL
AID7848,1998,MEGANE
AID8418,1998,RANGER XLT 11X
AID9691,1998,CORSA
AIE0402,2010,SAVEIRO
AIE0834,1998,VW GOLF GLX 2.0 MI
AIE1262,1998,PALIO EX
AIE1505,2010,VECTRA
AIE2570,1998,PALIO
AIE2623,1998,GOL
AIE2982,1998,GOL
AIE3395,1998,FIESTA
AIE3489,1975,L
AIE3825,1998,VW
AIE4163,1998,FIESTA
AIE4310,1989,GOL
AIE5474,1998,PALIO
AIE5649,1998,LS
AIE6425,1988,L
AIE6586,1973,L
AIE6605,1998,L
AIE6934,1998,IVECO
AIE6A23,1998,LS 1935
AIE8085,1987,LS
AIE8446,1998,PARATI
AIE9696,2013,FRONTIER
AIE9763,1986,A10
AIF0026,2006,RANGER
AIF0251,1998,LS
AIF0693,1998,PALIO
AIF1422,1998,PEUGEOT 306 RA H3 18
AIF1524,1998,SAVEIRO
AIF1600,1991,UNO
AIF1952,1998,RENAULT MEGANE 1.6 B
AIF2001,2000,GOLF
AIF2059,1997,COURIER CLX
AIF2066,1998,GOL 16V
AIF2127,1998,GOL 16V
AIF2195,1998,PASSAT TURBO
AIF2355,1989,KADETT SL
AIF2H18,1998,PALIO
AIF3426,1998,VW
AIF3905,1998,CG
AIF5132,1998,FIORINO
AIF6087,1998,PALIO
AIF6525,1994,ESCORT 1.0 HOBBY
AIF7034,1998,D22
AIF7072,1998,GOL
AIF7603,1998,CG
AIF7628,1998,VW
AIF8132,1998,1720
AIF9485,1989,T142 H 4X2 S
AIF9700,1996,VECTRA GL
AIF9F00,1994,T113
AIG0338,2010,SR
AIG0427,1998,GOL SPECIAL
AIG0603,2008,VM
AIG0818,2010,S10
AIG1817,2009,ATEGO
AIG1884,1998,SIENA
AIG2015,1998,ASTRA
AIG2135,1972,FUSCA 1500
AIG2450,1975,FUSCA 1300
AIG2514,1998,GOL CL 1.6 MI
AIG4185,1998,1723
AIG4587,1998,VECTRA
AIG4602,1998,RANGER
AIG4627,1998,SR
AIG4800,1998,NL12
AIG4878,1998,L
AIG6342,1998,PALIO WEEKEND STILE
AIG6374,1999,GOL
AIG6794,1998,GM CORSA GL W
AIG7278,1998,CORSA GLS
AIG7796,1998,TERIOS
AIG8976,1998,LS
AIG9015,1998,FORD ESCORT GL 16V F
AIG9111,2012,FM
AIG9594,1998,PALIO
AIH0063,2012,CARGO
AIH0149,1999,CG 125 TITAN
AIH0222,2008,13.18
AIH0982,1988,CHEVETTE SL 1.6
AIH2687,1985,L 1313
AIH3366,2010,MMC
AIH4572,1999,GOL
AIH4617,1999,GOL
AIH6039,1998,MBENZ
AIH7427,1981,L
AIH7737,1998,LS 1938
AIH8493,1999,GM
AII0083,2010,ATEGO
AII0212,2009,CR-V
AII0224,2010,CHEVROLET
AII0265,1998,SAVEIRO
AII0365,1998,R124
AII0664,1998,CORSA
AII0723,1999,R124
AII1111,1988,CB
AII1512,1999,CORSA GL
AII1828,1999,GOL 16V
AII2073,1999,L
AII2286,1999,QUANTUM
AII2309,1999,CORSA WIND
AII2936,1999,VECTRA GLS
AII3229,1998,MBENZ
AII3817,1999,GOL
AII3926,1999,PALIO WEEKEND STILE
AII5057,1999,T124
AII5865,1999,VECTRA
AII5958,1999,CORSA ST
AII6406,1999,SANTANA
AII6550,1978,L
AII6633,2000,17.3
AII6700,2009,307
AII7397,1998,IVECOFIAT
AII8729,1999,VECTRA
AII9785,1999,GOL
AIJ0091,2007,ECOSPORT
AIJ0569,1969,FUSCA
AIJ1457,1977,FUSCA 1300
AIJ1683,1991,APOLLO
AIJ1817,2008,MEGANESD
AIJ1888,2009,GOL
AIJ1963,1996,IDEROL
AIJ3043,1988,PARATI
AIJ4227,1979,BRASILIA
AIJ4523,1984,D10
AIJ4955,1982,L
AIJ5966,1989,MONZA SL
AIJ6313,1973,L
AIJ6722,1989,SCHIFFER
AIJ7517,1976,L 1113
AIJ7535,1987,CB
AIJ7696,1999,GOL
AIJ8094,1973,L
AIJ8959,1998,CG 125 TITAN
AIJ9326,1999,GOL SPECIAL
AIJ9906,2014,ATRON
AIK1591,1985,ESCORT
AIK1600,1991,LAIKA
AIK2347,1999,PALIO WEEKEND ELX
AIK4900,2013,STRALIS
AIK5040,1980,L
AIK5839,1998,CORSA
AIK5954,1988,GOL
AIK6029,1999,GOL
AIK6179,1999,PALIO
AIK6748,1999,L
AIK6778,1999,T124
AIK6913,1986,PREMIO
AIK7566,1999,PALIO ELX
AIK7656,1999,VECTRA
AIK8156,1999,R124
AIK8245,1999,SAVEIRO
AIK8396,1999,ASTRA GLS
AIK8795,1999,SRFM
AIK8957,1980,FUSCA
AIK9119,2010,P
AIK9135,1999,COROLLA
AIL0034,2002,CORSA
AIL0136,1999,L
AIL0211,2008,307
AIL1114,2009,FIESTA
AIL1645,1999,PALIO
AIL2333,2005,SCENIC
AIL2663,1999,712
AIL2946,1999,1720
AIL3226,1982,L
AIL3541,1999,CORSA
AIL4971,1999,GOL
AIL5437,1999,GOL 16V
AIL6116,2011,VW
AIL6410,2005,HILUX
AIL7087,2012,FOX
AIL7977,2015,VW
AIM0041,2000,BLAZER
AIM0086,2002,GOL
AIM0205,2005,COROLLA
AIM1006,1997,1721
AIM1070,1987,A10
AIM1464,1999,1720
AIM2226,2008,PALIO
AIM2310,1998,GM CORSA GL
AIM3133,1990,GOL
AIM3395,1999,VECTRA
AIM3536,1999,GOL SPECIAL
AIM3541,1999,CORSA
AIM4222,2010,GRAND
AIM4243,1999,CORSA WIND
AIM4614,1999,FORD RANGER 10E
AIM4982,1999,CORSA
AIM5137,1999,SCENIC RT 2.0
AIM5316,1999,GOL
AIM6111,2009,FH
AIM6893,1999,GOL 16V
AIM7773,2008,YZF
AIM7775,2009,SANTAFE
AIM7913,2008,PUNTO
AIM8656,1999,SAVEIRO
AIM8880,1996,GOL I
AIM9624,1999,QUANTUM
AIM9984,1999,712 C
AIM9994,2008,VECTRA
AIN0048,2008,MAXICARGO
AIN0114,2005,VW
AIN0503,2010,VECTRA
AIN0511,2001,CLIO
AIN0609,2009,SIENA
AIN0762,1999,GOL 16V
AIN1728,1999,PALIO WEEK 6MARCHAS
AIN1987,2009,GOL
AIN3111,2011,FH
AIN3619,1999,ASTRA GLS
AIN3813,1999,1720
AIN3D77,2011,SX4
AIN4013,2017,PAJERO
AIN4128,1982,PASSAT
AIN5306,1998,FORD ESCORT GL 16V F
AIN5403,1999,L
AIN5696,1983,CHEVROLET D10
AIN5828,1999,CG
AIN6222,2017,FH
AIN6629,1998,RENAULT MEGANE 2.0 L
AIN7483,1996,CG
AIN7611,1999,MAREA SX
AIN8289,1999,KOMBI
AIN9005,2013,FH
AIN9363,1974,FUSCA
AIO0448,1999,VW
AIO0900,1995,TEMPRA
AIO1012,1998,RENAULT MEGANE 2.0 L
AIO1446,1999,LS
AIO1546,1999,KA
AIO1564,1999,CLIO
AIO1576,1999,OMEGA
AIO1661,2015,208
AIO1842,1999,LS
AIO2269,1999,F250
AIO3524,1999,L
AIO6263,1988,CARAVAN
AIO6370,1999,STRADA WORKING
AIO6462,1986,PARATI LS
AIO6579,1999,SANTANA
AIO7399,1987,ELBA
AIO7769,1989,NL
AIO8542,1999,CORSA
AIO8865,1969,FUSCA
AIO9161,1969,FUSCA 1300
AIO9304,1999,R124
AIO9878,1971,OPALA
AIP0061,2008,COURIER
AIP0085,2006,AX0R
AIP0086,2006,VM
AIP0561,1998,RENAULT TWINGO
AIP0844,2014,VM
AIP0861,1999,GOL
AIP0997,2011,VM
AIP1557,1981,L
AIP1621,1991,L
AIP1709,1997,LS
AIP1928,2014,P
AIP2012,1985,T112
AIP2601,1999,UNO
AIP2881,1999,FIESTA
AIP3343,1974,L 1313
AIP3779,1999,NAVISTAR/INTERN
AIP4030,2011,RAV4
AIP4040,1995,UNO
AIP4682,1999,VECTRA
AIP5423,1999,UNO MILLE EX
AIP5511,2011,VM260
AIP6372,1999,NX
AIP6521,1999,GOL
AIP6723,1999,GOL
